user_id,home_city,preferred_device,account_age_days,signup_date,ip_risk_band,baseline_tx_mean_gbp,baseline_tx_std_gbp,is_night_owl
U000414,Glasgow,mobile,132,2025-10-07,low,131.19,42.57,0
U000415,Leeds,tablet,168,2025-09-01,low,70.49,23.42,0
U000416,London,mobile,134,2025-10-05,low,192.39,50.45,1
U000417,London,mobile,6,2026-02-10,high,118.26,31.22,0
U000418,Edinburgh,mobile,102,2025-11-06,low,100.74,26.99,0
U000419,Liverpool,mobile,48,2025-12-30,low,133.96,45.01,0
U000420,Liverpool,mobile,25,2026-01-22,high,88.53,18.74,0
U000421,Liverpool,mobile,785,2023-12-24,low,18.71,7.22,0
U000422,London,desktop,228,2025-07-03,low,56.01,13.69,0
U000423,Leeds,mobile,326,2025-03-27,low,142.37,56.94,1
U000424,London,mobile,94,2025-11-14,low,47.27,11.08,0
U000425,Bristol,desktop,124,2025-10-15,low,65.18,23.09,0
U000426,Leeds,mobile,67,2025-12-11,medium,41.49,10.15,0
U000427,Birmingham,tablet,25,2026-01-22,low,196.6,42.5,0
U000428,Manchester,mobile,49,2025-12-29,low,185.83,69.68,0
U000429,London,desktop,399,2025-01-13,low,45.33,16.85,0
U000430,London,mobile,282,2025-05-10,low,79.92,22.43,0
U000431,Liverpool,desktop,197,2025-08-03,medium,50.69,17.26,0
U000432,Glasgow,tablet,161,2025-09-08,medium,103.36,32.19,0
U000433,London,mobile,639,2024-05-18,low,97.55,36.15,0
U000434,London,tablet,18,2026-01-29,low,115.17,30.29,1
U000435,Edinburgh,mobile,82,2025-11-26,low,88.46,26.96,1
U000436,London,mobile,107,2025-11-01,low,370.36,110.02,0
U000437,Birmingham,mobile,381,2025-01-31,low,41.87,11.34,0
U000438,Edinburgh,mobile,1223,2022-10-12,low,28.77,10.88,1
U000439,London,mobile,68,2025-12-10,low,59.37,13.84,0
U000440,London,mobile,518,2024-09-16,low,31.11,7.15,0
U000441,Norwich,mobile,443,2024-11-30,low,32.43,10.23,0
U000442,Manchester,desktop,63,2025-12-15,low,42.49,14.09,0
U000443,Manchester,desktop,127,2025-10-12,low,44.38,10.6,0
U000444,Birmingham,mobile,131,2025-10-08,low,43.6,12.13,0
U000445,Birmingham,mobile,956,2023-07-06,low,98.01,38.15,0
U000446,Norwich,mobile,49,2025-12-29,medium,55.79,13.91,0
U000447,Liverpool,mobile,401,2025-01-11,low,66.77,22.28,0
U000448,Manchester,mobile,101,2025-11-07,low,120.52,41.95,0
U000449,London,mobile,328,2025-03-25,low,48.35,14.0,0
U000450,Liverpool,mobile,136,2025-10-03,low,63.72,24.69,1
U000451,Bristol,tablet,215,2025-07-16,high,90.12,31.3,1
U000452,Leeds,mobile,446,2024-11-27,low,25.33,7.39,0
U000453,Birmingham,mobile,407,2025-01-05,low,19.85,6.23,0
U000454,London,mobile,503,2024-10-01,medium,89.15,30.18,0
U000455,Leeds,mobile,15,2026-02-01,low,96.6,30.76,0
U000456,London,mobile,294,2025-04-28,low,229.37,86.18,1
U000457,Leeds,mobile,37,2026-01-10,low,80.4,21.82,0
U000458,London,mobile,134,2025-10-05,low,115.68,30.08,0
U000459,London,mobile,198,2025-08-02,low,66.19,16.07,0
U000460,London,tablet,128,2025-10-11,low,86.79,18.01,0
U000461,Glasgow,desktop,183,2025-08-17,low,184.38,38.46,1
U000462,Leicester,mobile,1415,2022-04-03,medium,22.92,8.57,0
U000463,Glasgow,mobile,36,2026-01-11,low,92.53,31.06,1
U000464,Cambridge,mobile,281,2025-05-11,low,238.55,79.22,0
U000465,Manchester,mobile,126,2025-10-13,low,86.07,27.79,0
U000466,London,mobile,35,2026-01-12,low,182.69,67.57,1
U000467,Birmingham,mobile,43,2026-01-04,low,52.14,15.44,1
U000468,London,mobile,745,2024-02-02,medium,72.41,27.09,0
U000469,Cambridge,mobile,529,2024-09-05,low,75.07,20.41,0
U000470,London,mobile,593,2024-07-03,low,21.77,8.39,0
U000471,Cambridge,tablet,1192,2022-11-12,low,38.76,13.17,0
U000472,London,desktop,58,2025-12-20,low,40.31,10.14,0
U000473,Birmingham,desktop,109,2025-10-30,medium,115.83,36.23,1
U000474,Bristol,mobile,276,2025-05-16,low,119.07,36.51,0
U000475,Norwich,desktop,165,2025-09-04,medium,88.08,20.04,1
U000476,London,mobile,135,2025-10-04,low,115.96,36.9,0
U000477,Bristol,desktop,110,2025-10-29,low,67.34,17.71,0
U000478,Cambridge,mobile,225,2025-07-06,low,142.75,30.04,1
U000479,Bristol,desktop,214,2025-07-17,low,74.06,28.86,0
U000480,Glasgow,mobile,44,2026-01-03,low,76.08,24.98,0
U000481,Edinburgh,desktop,159,2025-09-10,low,63.68,23.91,0
U000482,Leeds,desktop,201,2025-07-30,low,107.39,36.0,0
U000483,Glasgow,mobile,211,2025-07-20,low,58.46,15.87,0
U000484,Glasgow,mobile,58,2025-12-20,low,126.1,38.15,0
U000485,Birmingham,tablet,338,2025-03-15,low,39.54,13.25,0
U000486,London,mobile,6,2026-02-10,high,40.27,15.79,0
U000487,London,desktop,109,2025-10-30,low,107.56,26.97,0
U000488,Birmingham,mobile,378,2025-02-03,low,70.2,26.32,0
U000489,Birmingham,mobile,207,2025-07-24,low,57.42,22.1,0
U000490,Leeds,mobile,75,2025-12-03,low,120.25,40.17,0
U000491,Glasgow,mobile,296,2025-04-26,low,52.77,20.38,0
U000492,London,desktop,209,2025-07-22,low,66.02,18.46,0
U000493,London,mobile,397,2025-01-15,low,159.11,62.15,0
U000494,Leeds,mobile,332,2025-03-21,medium,171.83,58.52,0
U000495,Manchester,mobile,235,2025-06-26,low,175.01,36.47,0
U000496,Glasgow,mobile,167,2025-09-02,low,63.11,24.07,0
U000497,London,desktop,35,2026-01-12,low,145.02,43.06,0
U000498,Cambridge,tablet,75,2025-12-03,low,43.73,12.77,0
U000499,Norwich,mobile,135,2025-10-04,low,44.76,14.02,1
U000500,Edinburgh,desktop,228,2025-07-03,low,20.23,4.65,1
U000501,Bristol,desktop,180,2025-08-20,low,184.95,54.34,0
U000502,London,mobile,84,2025-11-24,low,45.82,16.78,0
U000503,Birmingham,tablet,1,2026-02-15,low,68.75,13.96,0
U000504,Edinburgh,mobile,171,2025-08-29,low,44.67,11.37,0
U000505,London,mobile,84,2025-11-24,low,108.02,21.66,0
U000506,Birmingham,desktop,331,2025-03-22,low,59.94,16.97,0
U000507,Birmingham,mobile,6,2026-02-10,high,35.96,12.43,1
U000508,Birmingham,desktop,219,2025-07-12,low,93.96,33.8,1
U000509,Leicester,desktop,709,2024-03-09,low,33.5,13.03,0
U000510,Glasgow,mobile,47,2025-12-31,low,46.5,14.96,0
U000511,Manchester,desktop,159,2025-09-10,low,23.13,5.8,0
U000512,Birmingham,mobile,23,2026-01-24,medium,33.68,12.96,0
U000513,Birmingham,mobile,245,2025-06-16,low,81.3,28.87,0
U000514,London,mobile,199,2025-08-01,low,25.02,7.88,0
U000515,London,desktop,130,2025-10-09,low,32.63,11.07,0
U000516,Manchester,mobile,184,2025-08-16,low,73.6,28.33,0
U000517,Birmingham,mobile,567,2024-07-29,low,54.65,18.72,0
U000518,Norwich,mobile,54,2025-12-24,high,220.44,60.33,0
U000519,London,desktop,5,2026-02-11,low,202.08,69.23,0
U000520,Glasgow,mobile,494,2024-10-10,low,45.72,9.51,0
U000521,Manchester,mobile,215,2025-07-16,low,100.13,27.76,0
U000522,Cambridge,mobile,553,2024-08-12,low,111.29,31.3,0
U000523,Birmingham,mobile,227,2025-07-04,low,53.06,12.38,0
U000524,Birmingham,desktop,415,2024-12-28,low,32.38,6.62,0
U000525,Leeds,mobile,140,2025-09-29,high,73.2,16.59,0
U000526,Manchester,mobile,346,2025-03-07,low,67.02,22.18,0
U000527,London,tablet,610,2024-06-16,low,57.99,20.9,0
U000528,London,mobile,212,2025-07-19,low,94.0,37.38,1
U000529,Birmingham,tablet,49,2025-12-29,medium,48.77,13.13,0
U000530,Birmingham,mobile,78,2025-11-30,low,39.11,12.51,0
U000531,Norwich,desktop,55,2025-12-23,medium,78.26,30.32,1
U000532,Norwich,mobile,70,2025-12-08,medium,91.13,21.27,0
U000533,Bristol,mobile,91,2025-11-17,low,38.58,13.25,0
U000534,Liverpool,desktop,202,2025-07-29,low,122.79,43.1,0
U000535,Birmingham,desktop,221,2025-07-10,low,27.83,6.06,0
U000536,Birmingham,desktop,138,2025-10-01,low,53.63,19.96,0
U000537,London,mobile,238,2025-06-23,medium,63.95,23.19,0
U000538,Leeds,desktop,21,2026-01-26,low,51.94,10.73,0
U000539,London,desktop,22,2026-01-25,low,54.01,11.79,0
U000540,Birmingham,mobile,47,2025-12-31,low,206.25,43.28,0
U000541,Glasgow,desktop,182,2025-08-18,low,46.16,12.32,0
U000542,London,desktop,60,2025-12-18,medium,282.22,85.19,0
U000543,Edinburgh,mobile,83,2025-11-25,low,93.73,28.73,0
U000544,Glasgow,mobile,127,2025-10-12,low,77.53,19.66,0
U000545,Manchester,mobile,417,2024-12-26,low,95.77,36.61,0
U000546,London,mobile,3,2026-02-13,low,296.33,81.09,0
U000547,Edinburgh,mobile,262,2025-05-30,low,42.67,8.92,0
U000548,Bristol,mobile,276,2025-05-16,low,39.8,10.35,0
U000549,Liverpool,mobile,400,2025-01-12,low,48.66,14.9,0
U000550,Bristol,mobile,674,2024-04-13,low,75.01,21.13,0
U000551,Birmingham,mobile,5,2026-02-11,low,28.53,7.27,0
U000552,Bristol,desktop,41,2026-01-06,low,74.61,16.88,0
U000553,Bristol,desktop,543,2024-08-22,low,187.06,68.06,0
U000554,Birmingham,mobile,153,2025-09-16,low,80.1,31.98,0
U000555,Manchester,tablet,207,2025-07-24,low,62.74,16.68,0
U000556,London,mobile,271,2025-05-21,low,52.46,14.5,0
U000557,London,mobile,284,2025-05-08,low,120.81,39.09,0
U000558,Liverpool,mobile,671,2024-04-16,low,46.8,16.08,0
U000559,Glasgow,mobile,1448,2022-03-01,medium,203.47,56.65,1
U000560,Edinburgh,desktop,318,2025-04-04,low,213.44,81.32,0
U000561,London,desktop,84,2025-11-24,low,84.88,26.48,0
U000562,London,mobile,529,2024-09-05,low,73.23,21.24,0
U000563,London,mobile,12,2026-02-04,low,129.91,42.78,0
U000564,Manchester,mobile,65,2025-12-13,low,134.58,52.56,0
U000565,Glasgow,mobile,569,2024-07-27,low,47.31,16.98,0
U000566,Manchester,mobile,73,2025-12-05,low,55.17,11.48,0
U000567,Leeds,mobile,62,2025-12-16,low,35.61,9.49,1
U000568,Birmingham,desktop,37,2026-01-10,low,92.29,27.14,0
U000569,London,desktop,489,2024-10-15,low,106.34,27.96,0
U000570,Leeds,mobile,173,2025-08-27,low,35.08,11.93,0
U000571,Liverpool,desktop,280,2025-05-12,low,57.38,20.96,1
U000572,Manchester,mobile,68,2025-12-10,low,35.13,12.16,0
U000573,Glasgow,mobile,354,2025-02-27,medium,44.95,17.89,0
U000574,Birmingham,mobile,356,2025-02-25,low,99.79,25.4,0
U000575,Birmingham,mobile,93,2025-11-15,low,49.23,18.46,0
U000576,London,tablet,132,2025-10-07,medium,62.46,22.07,0
U000577,Birmingham,mobile,58,2025-12-20,low,30.11,8.2,0
U000578,Leeds,mobile,938,2023-07-24,low,81.68,28.33,0
U000579,London,mobile,259,2025-06-02,low,71.93,15.88,0
U000580,Leeds,mobile,681,2024-04-06,medium,49.36,17.66,0
U000581,Norwich,desktop,90,2025-11-18,medium,66.42,20.36,0
U000582,Leeds,mobile,380,2025-02-01,low,81.38,21.03,0
U000583,London,mobile,362,2025-02-19,low,47.08,15.59,0
U000584,Glasgow,mobile,294,2025-04-28,low,32.72,10.74,0
U000585,London,mobile,842,2023-10-28,low,198.95,48.13,0
U000586,London,mobile,125,2025-10-14,low,52.02,10.72,1
U000587,London,mobile,35,2026-01-12,low,69.88,20.04,0
U000588,London,mobile,278,2025-05-14,low,128.5,40.34,0
U000589,London,desktop,326,2025-03-27,low,513.36,192.68,0
U000590,London,desktop,213,2025-07-18,low,37.17,14.33,0
U000591,Glasgow,desktop,57,2025-12-21,low,94.39,28.86,0
U000592,London,mobile,175,2025-08-25,low,49.94,17.52,0
U000593,London,mobile,93,2025-11-15,low,54.8,15.77,0
U000594,Birmingham,mobile,139,2025-09-30,low,49.59,17.32,0
U000595,Leeds,desktop,259,2025-06-02,low,39.68,9.56,1
U000596,Edinburgh,mobile,341,2025-03-12,low,72.04,19.76,1
U000597,London,mobile,66,2025-12-12,low,32.75,10.71,0
U000598,London,mobile,129,2025-10-10,medium,124.06,25.26,1
U000599,London,mobile,78,2025-11-30,low,75.96,26.17,1
U000600,London,mobile,55,2025-12-23,low,92.98,34.13,0
U000601,London,mobile,382,2025-01-30,low,57.03,15.96,0
U000602,London,desktop,599,2024-06-27,low,60.22,17.44,0
U000603,London,mobile,115,2025-10-24,low,86.33,31.96,0
U000604,London,mobile,347,2025-03-06,low,38.85,13.8,0
U000605,Leeds,mobile,568,2024-07-28,low,60.53,15.59,0
U000606,London,mobile,467,2024-11-06,low,45.93,12.16,0
U000607,Manchester,mobile,50,2025-12-28,low,45.16,15.16,0
U000608,Leeds,desktop,782,2023-12-27,medium,23.09,7.22,0
U000609,Edinburgh,mobile,118,2025-10-21,low,153.95,35.79,0
U000610,London,desktop,103,2025-11-05,low,50.52,13.24,0
U000611,Liverpool,mobile,16,2026-01-31,low,139.75,53.1,1
U000612,Glasgow,mobile,166,2025-09-03,low,132.67,44.79,0
U000613,London,desktop,28,2026-01-19,low,36.33,14.43,1
U000614,Birmingham,mobile,71,2025-12-07,low,40.5,14.31,0
U000615,Birmingham,mobile,95,2025-11-13,low,301.35,117.04,0
U000616,London,mobile,413,2024-12-30,low,193.06,46.96,0
U000617,London,mobile,520,2024-09-14,low,72.43,25.66,1
U000618,Liverpool,desktop,90,2025-11-18,low,84.91,17.32,1
U000619,Leicester,mobile,489,2024-10-15,low,52.09,17.41,0
U000620,London,desktop,486,2024-10-18,low,93.48,27.47,0
U000621,London,desktop,361,2025-02-20,low,49.68,13.38,0
U000622,Manchester,mobile,39,2026-01-08,low,24.1,8.98,0
U000623,Leeds,desktop,293,2025-04-29,low,35.63,13.21,0
U000624,Glasgow,mobile,725,2024-02-22,low,74.56,15.24,0
U000625,Manchester,tablet,286,2025-05-06,low,39.56,12.74,1
U000626,Leeds,mobile,100,2025-11-08,low,71.02,19.43,1
U000627,Leicester,mobile,173,2025-08-27,low,40.81,11.55,0
U000628,London,mobile,259,2025-06-02,low,47.93,17.56,0
U000629,London,mobile,178,2025-08-22,low,117.83,30.87,1
U000630,Leicester,mobile,31,2026-01-16,low,84.45,32.82,0
U000631,Birmingham,desktop,93,2025-11-15,low,73.31,17.3,0
U000632,Leeds,mobile,405,2025-01-07,low,119.51,39.74,0
U000633,Bristol,mobile,494,2024-10-10,low,96.0,32.1,0
U000634,London,desktop,36,2026-01-11,low,163.3,40.9,0
U000635,Leeds,mobile,761,2024-01-17,low,57.23,15.16,0
U000636,Bristol,tablet,99,2025-11-09,medium,58.19,21.35,0
U000637,London,desktop,271,2025-05-21,low,36.03,12.7,1
U000638,London,tablet,348,2025-03-05,low,58.21,15.47,0
U000639,Manchester,desktop,417,2024-12-26,low,125.29,38.44,1
U000640,London,mobile,728,2024-02-19,low,150.66,31.99,0
U000641,London,mobile,93,2025-11-15,low,124.98,30.21,0
U000642,London,desktop,488,2024-10-16,low,27.47,8.16,0
U000643,London,mobile,35,2026-01-12,medium,133.72,29.04,0
U000644,London,mobile,305,2025-04-17,low,26.81,9.88,0
U000645,Birmingham,mobile,338,2025-03-15,low,120.78,41.5,0
U000646,Glasgow,tablet,283,2025-05-09,medium,60.2,23.4,0
U000647,Edinburgh,mobile,72,2025-12-06,medium,108.46,36.74,0
U000648,Liverpool,mobile,515,2024-09-19,low,35.42,13.74,0
U000649,Leeds,mobile,46,2026-01-01,medium,140.35,43.64,0
U000650,London,mobile,13,2026-02-03,low,32.93,10.54,0
U000651,Bristol,mobile,315,2025-04-07,low,51.03,20.18,0
U000652,Glasgow,mobile,161,2025-09-08,low,42.57,13.98,0
U000653,Leicester,mobile,472,2024-11-01,low,28.08,5.79,0
U000654,Leeds,desktop,120,2025-10-19,low,77.63,26.76,1
U000655,London,mobile,46,2026-01-01,low,199.01,75.84,1
U000656,London,desktop,452,2024-11-21,low,319.51,114.74,1
U000657,Manchester,desktop,199,2025-08-01,low,77.75,24.63,0
U000658,Glasgow,mobile,52,2025-12-26,low,136.21,45.53,0
U000659,Bristol,mobile,318,2025-04-04,low,83.73,33.33,0
U000660,Manchester,mobile,178,2025-08-22,low,96.97,21.15,0
U000661,Norwich,desktop,231,2025-06-30,low,61.06,20.36,0
U000662,Glasgow,mobile,154,2025-09-15,low,82.05,21.06,0
U000663,London,mobile,441,2024-12-02,low,99.05,32.49,0
U000664,London,mobile,442,2024-12-01,medium,53.62,17.24,0
U000665,London,mobile,308,2025-04-14,low,70.62,16.29,0
U000666,London,mobile,27,2026-01-20,low,71.37,17.22,1
U000667,London,mobile,456,2024-11-17,low,116.11,37.66,0
U000668,London,desktop,277,2025-05-15,low,41.0,9.25,0
U000669,London,mobile,298,2025-04-24,low,71.64,18.13,0
U000670,London,mobile,112,2025-10-27,low,210.95,77.43,0
U000671,Birmingham,mobile,528,2024-09-06,low,139.8,37.11,0
U000672,London,desktop,323,2025-03-30,low,154.79,46.07,0
U000673,Bristol,mobile,29,2026-01-18,low,74.7,29.0,0
U000674,Manchester,desktop,130,2025-10-09,low,87.93,21.58,1
U000675,Norwich,mobile,543,2024-08-22,low,127.9,35.55,0
U000676,London,mobile,12,2026-02-04,low,173.84,55.85,0
U000677,Manchester,mobile,813,2023-11-26,low,25.19,8.84,0
U000678,Cambridge,mobile,284,2025-05-08,low,35.75,13.6,0
U000679,Birmingham,mobile,249,2025-06-12,low,151.44,58.02,0
U000680,Birmingham,mobile,78,2025-11-30,low,63.29,22.49,0
U000681,London,desktop,71,2025-12-07,low,50.94,12.51,0
U000682,London,mobile,712,2024-03-06,low,36.97,7.58,0
U000683,Edinburgh,mobile,88,2025-11-20,low,54.31,15.03,0
U000684,Birmingham,mobile,373,2025-02-08,low,34.08,7.78,0
U000685,Bristol,mobile,124,2025-10-15,low,232.78,79.63,0
U000686,Bristol,mobile,37,2026-01-10,low,72.8,24.18,0
U000687,London,mobile,2,2026-02-14,low,71.39,14.91,0
U000688,Liverpool,mobile,196,2025-08-04,low,101.84,37.41,1
U000689,London,mobile,930,2023-08-01,low,125.12,31.25,0
U000690,London,mobile,115,2025-10-24,low,123.99,35.52,0
U000691,Leeds,mobile,110,2025-10-29,low,133.02,44.37,0
U000692,Leeds,mobile,105,2025-11-03,low,52.09,14.89,0
U000693,London,mobile,183,2025-08-17,low,62.56,18.03,0
U000694,London,tablet,145,2025-09-24,low,112.5,23.98,0
U000695,Glasgow,mobile,529,2024-09-05,low,55.14,15.46,0
U000696,London,mobile,176,2025-08-24,low,73.49,25.94,0
U000697,Glasgow,mobile,177,2025-08-23,low,91.77,35.15,0
U000698,London,desktop,37,2026-01-10,medium,113.51,32.09,0
U000699,Leeds,desktop,1014,2023-05-09,low,27.72,7.89,0
U000700,Bristol,mobile,71,2025-12-07,low,109.19,37.18,0
U000701,London,tablet,19,2026-01-28,low,64.81,25.18,0
U000702,London,mobile,272,2025-05-20,low,108.76,27.56,1
U000703,London,mobile,226,2025-07-05,low,112.99,32.54,0
U000704,London,desktop,134,2025-10-05,low,178.46,64.1,1
U000705,Norwich,desktop,137,2025-10-02,low,155.15,49.95,0
U000706,London,mobile,384,2025-01-28,medium,154.56,34.33,0
U000707,Liverpool,mobile,54,2025-12-24,low,163.04,53.08,1
U000708,London,mobile,429,2024-12-14,low,86.51,20.53,0
U000709,Edinburgh,mobile,261,2025-05-31,medium,75.02,22.66,0
U000710,Liverpool,desktop,135,2025-10-04,low,119.11,36.43,0
U000711,Glasgow,mobile,153,2025-09-16,low,110.24,41.37,0
U000712,Leeds,mobile,74,2025-12-04,low,62.18,18.19,0
U000713,Manchester,mobile,348,2025-03-05,low,92.08,23.56,0
U000714,London,mobile,179,2025-08-21,low,72.29,17.8,0
U000715,Birmingham,mobile,96,2025-11-12,low,46.08,17.27,1
U000716,Birmingham,mobile,226,2025-07-05,low,149.87,35.1,0
U000717,Cambridge,tablet,1364,2022-05-24,low,75.97,21.67,0
U000718,London,desktop,142,2025-09-27,low,227.42,54.0,0
U000719,Leicester,mobile,633,2024-05-24,low,30.14,10.69,0
U000720,Birmingham,desktop,105,2025-11-03,low,54.26,16.0,0
U000721,London,desktop,14,2026-02-02,low,75.03,20.28,0
U000722,London,desktop,57,2025-12-21,medium,137.77,37.5,0
U000723,Leicester,mobile,135,2025-10-04,low,91.81,34.01,0
U000724,Bristol,mobile,61,2025-12-17,low,87.42,27.17,0
U000725,Birmingham,mobile,0,2026-02-16,low,39.65,13.62,0
U000726,London,mobile,616,2024-06-10,low,39.0,14.8,0
U000727,Liverpool,mobile,464,2024-11-09,low,88.0,33.47,0
U000728,London,mobile,338,2025-03-15,medium,34.8,9.25,0
U000729,London,mobile,45,2026-01-02,medium,55.01,21.48,0
U000730,London,desktop,32,2026-01-15,low,97.08,19.9,1
U000731,Birmingham,mobile,17,2026-01-30,low,42.94,11.82,0
U000732,Edinburgh,mobile,321,2025-04-01,medium,178.21,67.57,1
U000733,Bristol,tablet,660,2024-04-27,low,144.48,36.83,0
U000734,Manchester,desktop,140,2025-09-29,low,31.05,7.91,0
U000735,Birmingham,desktop,31,2026-01-16,low,44.13,11.5,0
U000736,Manchester,tablet,179,2025-08-21,medium,20.96,6.76,0
U000737,Birmingham,mobile,107,2025-11-01,low,47.92,13.79,0
U000738,Leeds,tablet,117,2025-10-22,low,112.34,38.8,0
U000739,Manchester,mobile,242,2025-06-19,medium,58.7,22.24,0
U000740,Leeds,mobile,317,2025-04-05,low,94.96,31.8,1
U000741,London,mobile,29,2026-01-18,low,31.9,7.69,0
U000742,Leicester,mobile,9,2026-02-07,low,114.31,44.18,0
U000743,Leeds,mobile,1293,2022-08-03,low,54.31,13.73,0
U000744,London,mobile,66,2025-12-12,low,74.19,17.06,0
U000745,Birmingham,desktop,13,2026-02-03,high,70.03,15.27,0
U000746,Manchester,mobile,52,2025-12-26,low,36.62,11.45,0
U000747,Bristol,mobile,9,2026-02-07,low,39.09,8.71,0
U000748,Birmingham,desktop,124,2025-10-15,high,125.5,28.58,0
U000749,Glasgow,mobile,405,2025-01-07,low,91.78,23.86,0
U000750,London,mobile,104,2025-11-04,low,131.31,33.66,0
U000751,Birmingham,mobile,146,2025-09-23,low,88.11,28.27,0
U000752,Glasgow,mobile,281,2025-05-11,low,79.73,28.97,0
U000753,London,mobile,177,2025-08-23,low,28.52,10.05,0
U000754,London,desktop,494,2024-10-10,low,63.52,16.04,0
U000755,Liverpool,mobile,502,2024-10-02,low,72.6,18.08,1
U000756,Glasgow,mobile,2,2026-02-14,medium,215.77,84.83,0
U000757,Bristol,desktop,376,2025-02-05,low,107.54,21.68,0
U000758,Birmingham,desktop,154,2025-09-15,high,171.54,64.49,0
U000759,Liverpool,mobile,1123,2023-01-20,low,102.38,24.56,0
U000760,London,mobile,165,2025-09-04,low,49.84,19.41,0
U000761,London,mobile,1083,2023-03-01,low,78.6,21.1,0
U000762,London,mobile,351,2025-03-02,low,83.92,24.18,0
U000763,Leicester,mobile,71,2025-12-07,low,43.97,15.01,0
U000764,London,mobile,193,2025-08-07,low,59.66,18.94,0
U000765,Bristol,tablet,1211,2022-10-24,medium,65.81,17.35,1
U000766,Liverpool,mobile,487,2024-10-17,medium,178.23,55.39,0
U000767,Birmingham,mobile,25,2026-01-22,low,23.47,8.12,1
U000768,London,mobile,306,2025-04-16,medium,143.05,29.82,0
U000769,Birmingham,mobile,106,2025-11-02,low,44.03,8.9,0
U000770,London,mobile,1,2026-02-15,low,34.65,10.1,0
U000771,Birmingham,mobile,129,2025-10-10,low,141.03,31.92,0
U000772,London,desktop,66,2025-12-12,low,110.23,36.69,0
U000773,Manchester,mobile,427,2024-12-16,low,146.93,35.68,1
U000774,Liverpool,mobile,102,2025-11-06,low,114.48,32.81,0
U000775,London,mobile,439,2024-12-04,low,228.82,54.81,0
U000776,London,mobile,0,2026-02-16,medium,100.21,31.04,0
U000777,Leicester,mobile,91,2025-11-17,low,67.62,15.09,0
U000778,Leicester,mobile,68,2025-12-10,high,89.0,18.21,0
U000779,Glasgow,mobile,66,2025-12-12,low,146.04,30.7,0
U000780,Edinburgh,mobile,17,2026-01-30,low,48.01,18.76,0
U000781,Bristol,desktop,51,2025-12-27,low,51.49,11.76,0
U000782,London,tablet,202,2025-07-29,low,62.18,21.25,0
U000783,London,desktop,86,2025-11-22,low,23.16,4.95,0
U000784,London,desktop,135,2025-10-04,low,79.51,17.62,0
U000785,Birmingham,mobile,118,2025-10-21,low,26.12,7.88,0
U000786,Glasgow,tablet,521,2024-09-13,medium,75.88,22.23,0
U000787,Manchester,mobile,589,2024-07-07,low,118.62,46.3,0
U000788,Leeds,tablet,169,2025-08-31,low,56.7,22.05,0
U000789,Birmingham,tablet,100,2025-11-08,low,185.38,65.98,1
U000790,London,desktop,28,2026-01-19,medium,33.01,10.58,0
U000791,Glasgow,tablet,766,2024-01-12,low,141.91,41.29,0
U000792,Leeds,mobile,15,2026-02-01,low,106.84,28.98,0
U000793,Glasgow,mobile,88,2025-11-20,low,28.68,11.17,0
U000794,London,mobile,88,2025-11-20,low,327.32,104.93,0
U000795,Birmingham,mobile,96,2025-11-12,low,71.16,22.47,0
U000796,Birmingham,mobile,44,2026-01-03,medium,45.49,11.21,0
U000797,Bristol,mobile,382,2025-01-30,low,33.99,7.12,0
U000798,Edinburgh,tablet,32,2026-01-15,low,65.3,25.4,0
U000799,Birmingham,mobile,251,2025-06-10,low,68.71,18.05,1
U000800,Edinburgh,desktop,33,2026-01-14,low,77.98,22.5,0
U000801,London,desktop,18,2026-01-29,low,62.57,13.95,0
U000802,Bristol,desktop,600,2024-06-26,low,104.4,38.36,0
U000803,Glasgow,tablet,52,2025-12-26,low,59.55,12.24,0
U000804,Leeds,mobile,430,2024-12-13,low,25.43,9.33,0
U000805,Leicester,tablet,196,2025-08-04,low,67.89,15.48,0
U000806,Birmingham,desktop,20,2026-01-27,low,20.04,7.56,0
U000807,Birmingham,mobile,777,2024-01-01,low,89.53,30.97,0
U000808,Leeds,mobile,70,2025-12-08,low,43.01,10.02,0
U000809,London,desktop,490,2024-10-14,low,80.63,25.25,0
U000810,Norwich,mobile,46,2026-01-01,low,151.83,39.86,0
U000811,Birmingham,mobile,480,2024-10-24,low,43.74,10.31,0
U000812,London,mobile,3,2026-02-13,low,132.12,49.13,0
U000813,Birmingham,mobile,179,2025-08-21,low,58.07,16.3,0
U000814,Birmingham,mobile,366,2025-02-15,low,193.3,54.07,0
U000815,Leeds,desktop,682,2024-04-05,low,60.29,14.11,1
U000816,Glasgow,mobile,599,2024-06-27,low,46.42,12.84,0
U000817,Manchester,mobile,428,2024-12-15,medium,107.55,40.26,0
U000818,London,mobile,547,2024-08-18,low,57.99,15.81,0
U000819,London,mobile,55,2025-12-23,low,46.4,18.11,0
U000820,Liverpool,desktop,83,2025-11-25,low,56.67,22.06,0
U000821,London,mobile,85,2025-11-23,low,71.91,16.47,0
U000822,London,mobile,118,2025-10-21,medium,154.19,36.31,0
U000823,Manchester,mobile,124,2025-10-15,medium,25.44,9.48,0
U000824,Bristol,mobile,196,2025-08-04,low,74.64,20.79,0
U000825,Birmingham,desktop,43,2026-01-04,medium,103.93,20.88,0
U000826,London,desktop,293,2025-04-29,low,81.97,20.88,0
U000827,London,mobile,45,2026-01-02,low,151.48,48.4,0
U000828,Leicester,mobile,92,2025-11-16,low,70.75,25.46,1
