transaction_id,user_id,timestamp,amount_gbp,city,device,status,anomaly_type,is_anomaly
T000005621,U000286,2025-04-30 06:59:38.659331864,39.89,Leeds,desktop,success,,0
T000005617,U000286,2025-05-20 07:10:20.827089436,32.16,Leeds,tablet,success,,0
T000005620,U000286,2025-05-23 21:48:40.020564108,44.08,Leeds,tablet,success,,0
T000005612,U000286,2025-06-02 01:21:27.848602796,30.52,Leeds,mobile,success,,0
T000005615,U000286,2025-08-05 01:06:56.538009456,50.74,Leeds,tablet,success,,0
T000005609,U000286,2025-08-09 13:02:59.656395512,41.85,Leeds,mobile,success,,0
T000005630,U000286,2025-08-17 22:04:51.581800640,35.7,Leeds,tablet,success,,0
T000005626,U000286,2025-09-28 02:01:50.760225004,74.2,Leeds,tablet,success,burst_velocity,1
T000040229,U000286,2025-09-28 02:03:31.760225004,26.37,Leeds,tablet,success,burst_velocity,1
T000040227,U000286,2025-09-28 02:06:10.760225004,7.02,Leeds,tablet,success,burst_velocity,1
T000040228,U000286,2025-09-28 02:06:47.760225004,12.11,Leeds,tablet,success,burst_velocity,1
T000040230,U000286,2025-09-28 02:08:03.760225004,19.8,Leeds,tablet,success,burst_velocity,1
T000005614,U000286,2025-10-20 09:32:52.929932960,29.51,London,tablet,success,,0
T000005629,U000286,2025-12-11 02:49:00.157256416,38.52,Leeds,mobile,success,,0
T000005625,U000286,2025-12-16 07:24:54.649197872,46.58,Leeds,tablet,success,,0
T000005628,U000286,2025-12-23 12:16:08.730567168,33.7,Leeds,tablet,success,,0
T000005619,U000286,2026-01-15 22:11:35.960951200,53.62,Leeds,tablet,success,,0
T000005624,U000286,2026-01-17 21:19:29.414481600,51.45,Leeds,tablet,success,,0
T000005627,U000286,2026-01-30 23:48:07.747388440,56.73,Leeds,tablet,success,,0
T000005610,U000286,2026-02-04 04:32:56.724133920,46.41,Leeds,tablet,success,,0
T000005650,U000287,2025-07-19 15:24:28.187709919,32.42,Bristol,mobile,success,,0
T000005640,U000287,2025-07-21 12:01:52.494456211,49.02,Bristol,mobile,success,,0
T000005646,U000287,2025-08-12 12:58:13.704798566,146.9,London,mobile,success,,0
T000005634,U000287,2025-08-23 06:04:46.888138794,94.3,London,mobile,success,,0
T000005636,U000287,2025-08-30 12:13:52.982413364,11.66,Bristol,mobile,success,,0
T000005647,U000287,2025-09-02 14:31:36.338959128,133.32,Bristol,mobile,success,,0
T000005641,U000287,2025-09-09 03:07:51.574936893,97.2,Bristol,mobile,success,,0
T000005638,U000287,2025-09-12 17:26:56.541812578,103.19,London,mobile,success,,0
T000005632,U000287,2025-11-01 14:10:01.250040922,85.9,Bristol,mobile,success,,0
T000005639,U000287,2025-11-14 04:28:50.706630502,110.02,Bristol,mobile,success,,0
T000005643,U000287,2025-11-14 04:30:31.393404682,109.05,Bristol,mobile,success,,0
T000005644,U000287,2025-11-17 21:08:03.848988030,69.26,Bristol,mobile,success,,0
T000005642,U000287,2025-12-04 07:08:57.665694174,69.4,Bristol,mobile,success,,0
T000005633,U000287,2025-12-23 09:36:44.630308800,67.53,Leicester,mobile,success,,0
T000005649,U000287,2026-01-02 06:44:32.019360314,48.52,Bristol,mobile,success,burst_velocity,1
T000040399,U000287,2026-01-02 06:44:32.019360314,27.03,Bristol,mobile,success,burst_velocity,1
T000040396,U000287,2026-01-02 06:46:05.019360314,29.67,Bristol,mobile,success,burst_velocity,1
T000040397,U000287,2026-01-02 06:53:08.019360314,29.27,Bristol,mobile,success,burst_velocity,1
T000040398,U000287,2026-01-02 06:53:15.019360314,11.19,Bristol,mobile,success,burst_velocity,1
T000040395,U000287,2026-01-02 06:54:04.019360314,13.22,Bristol,mobile,success,burst_velocity,1
T000005637,U000287,2026-01-03 03:02:23.683462796,83.17,Bristol,desktop,success,,0
T000005648,U000287,2026-01-18 19:10:26.631414986,95.91,Bristol,mobile,success,,0
T000005635,U000287,2026-01-26 01:19:21.189096486,96.99,Bristol,mobile,success,,0
T000005645,U000287,2026-02-05 17:44:00.264198880,29.04,Bristol,mobile,success,,0
T000005654,U000288,2025-11-08 08:09:29.476066559,74.36,London,mobile,success,,0
T000005663,U000288,2025-11-25 16:36:45.461427215,60.84,London,mobile,success,,0
T000005658,U000288,2025-11-30 20:54:15.271212974,66.85,London,mobile,success,,0
T000005662,U000288,2025-12-20 00:26:37.000000000,64.41,London,desktop,success,night_activity,1
T000005656,U000288,2025-12-20 11:22:32.012459548,31.31,Birmingham,mobile,success,,0
T000005651,U000288,2025-12-24 21:12:36.900221344,115.2,London,desktop,success,,0
T000005661,U000288,2026-01-11 00:14:55.433555365,80.56,London,mobile,success,,0
T000005664,U000288,2026-01-15 11:40:27.738669586,82.19,London,mobile,success,,0
T000005653,U000288,2026-01-15 17:16:23.948535169,72.61,London,mobile,success,,0
T000005660,U000288,2026-01-16 12:41:18.592351300,39.37,London,mobile,success,,0
T000005652,U000288,2026-01-20 12:54:17.039802037,36.07,London,mobile,success,,0
T000005655,U000288,2026-01-30 10:51:32.971042369,38.36,London,mobile,fail,,0
T000005657,U000288,2026-01-31 21:40:49.673504824,35.67,London,mobile,success,,0
T000005659,U000288,2026-02-09 16:23:06.974223996,70.98,London,mobile,success,,0
T000005669,U000289,2025-01-09 22:16:01.115525190,42.65,Glasgow,mobile,success,,0
T000005677,U000289,2025-01-19 03:08:41.444302269,29.91,Glasgow,mobile,success,,0
T000005678,U000289,2025-02-07 21:24:06.572948962,24.52,Glasgow,mobile,success,,0
T000005671,U000289,2025-04-29 22:45:40.470406904,50.02,Glasgow,mobile,success,,0
T000005673,U000289,2025-07-19 20:45:49.436306524,52.24,Glasgow,mobile,success,,0
T000005667,U000289,2025-07-20 00:13:37.701978828,46.68,Glasgow,mobile,success,,0
T000005665,U000289,2025-08-27 17:40:48.348135052,44.65,Glasgow,mobile,success,,0
T000005668,U000289,2025-09-08 22:58:20.779628608,50.52,Glasgow,mobile,success,,0
T000005666,U000289,2025-09-18 07:04:54.421950472,42.83,Glasgow,mobile,success,,0
T000005680,U000289,2025-10-15 23:32:30.820725508,58.83,Glasgow,mobile,success,,0
T000005679,U000289,2025-11-02 06:01:59.645005036,29.48,Glasgow,mobile,success,,0
T000005676,U000289,2025-11-02 15:19:56.294643964,17.22,Glasgow,mobile,success,,0
T000005675,U000289,2025-11-06 21:51:48.824478808,54.47,Glasgow,mobile,success,,0
T000005670,U000289,2025-11-10 11:18:49.684300540,43.01,Glasgow,mobile,fail,,0
T000005674,U000289,2025-11-26 09:21:26.839138948,20.37,Glasgow,mobile,success,,0
T000005672,U000289,2025-12-03 20:38:35.436800092,36.69,Glasgow,mobile,success,,0
T000005681,U000289,2026-01-01 03:59:33.992527704,33.04,Glasgow,mobile,success,,0
T000005683,U000290,2025-08-07 09:16:35.796653570,187.99,London,mobile,success,,0
T000005695,U000290,2025-08-10 08:40:19.203558345,178.65,London,mobile,success,,0
T000005688,U000290,2025-08-30 12:08:14.993174526,142.41,London,mobile,success,,0
T000005692,U000290,2025-09-05 20:11:36.271284061,5827.34,London,mobile,success,high_value,1
T000005687,U000290,2025-09-06 15:40:05.210379239,112.14,London,mobile,success,,0
T000005694,U000290,2025-09-23 14:43:39.871784504,115.88,London,mobile,success,,0
T000005697,U000290,2025-10-02 01:21:51.109706217,151.28,London,mobile,success,,0
T000005696,U000290,2025-10-04 04:46:48.570499706,186.81,London,mobile,success,,0
T000005682,U000290,2025-10-06 02:27:56.214563826,196.28,London,mobile,fail,,0
T000005685,U000290,2025-10-20 05:52:02.999765186,178.32,London,mobile,success,,0
T000005700,U000290,2025-11-03 10:40:56.287775096,149.1,London,mobile,success,,0
T000005701,U000290,2025-12-15 20:41:38.455521366,336.34,London,mobile,success,,0
T000005691,U000290,2026-01-02 08:05:43.521227934,205.82,London,mobile,success,,0
T000005699,U000290,2026-01-06 11:04:37.967772228,77.95,London,mobile,success,,0
T000005686,U000290,2026-01-06 14:12:26.429309534,222.84,Cambridge,mobile,success,,0
T000005693,U000290,2026-01-11 18:05:22.683014466,194.6,London,mobile,success,,0
T000005689,U000290,2026-01-24 05:00:37.763043374,135.65,London,mobile,success,,0
T000005698,U000290,2026-01-25 14:44:15.857372906,123.91,London,mobile,success,,0
T000005690,U000290,2026-02-04 10:56:34.025854134,175.07,London,mobile,success,,0
T000005684,U000290,2026-02-14 18:09:28.156005704,163.96,London,mobile,success,,0
T000005707,U000291,2026-01-27 13:00:07.874433440,70.73,Glasgow,mobile,success,,0
T000005709,U000291,2026-01-28 14:09:13.825214428,33.97,London,mobile,success,,0
T000005704,U000291,2026-01-28 15:52:20.565714983,76.91,London,mobile,success,,0
T000005708,U000291,2026-02-01 08:32:48.679560372,78.93,London,mobile,success,,0
T000005705,U000291,2026-02-03 03:16:36.742313152,41.87,London,mobile,success,,0
T000005712,U000291,2026-02-03 06:12:46.944523758,48.02,London,mobile,success,,0
T000005706,U000291,2026-02-05 12:45:11.611242448,56.25,London,mobile,success,,0
T000005713,U000291,2026-02-09 15:38:27.837799875,48.2,London,mobile,success,burst_velocity,1
T000040418,U000291,2026-02-09 15:40:41.837799875,43.29,London,mobile,success,burst_velocity,1
T000040416,U000291,2026-02-09 15:42:29.837799875,49.98,London,mobile,success,burst_velocity,1
T000040417,U000291,2026-02-09 15:44:36.837799875,56.97,London,mobile,success,burst_velocity,1
T000040415,U000291,2026-02-09 15:45:01.837799875,21.53,London,mobile,success,burst_velocity,1
T000005703,U000291,2026-02-11 05:44:10.625580927,75.39,London,mobile,success,,0
T000005711,U000291,2026-02-12 06:23:43.433067437,48.15,London,mobile,success,,0
T000005702,U000291,2026-02-15 03:48:35.510192817,27.35,London,mobile,success,,0
T000005710,U000291,2026-02-15 23:58:45.617149235,35.02,London,mobile,success,,0
T000005715,U000292,2025-07-26 08:44:34.769979652,14.07,Birmingham,mobile,success,,0
T000005731,U000292,2025-08-06 18:32:28.354954795,23.99,Birmingham,mobile,success,,0
T000005722,U000292,2025-08-06 22:52:14.574014489,38.37,Birmingham,mobile,success,,0
T000005724,U000292,2025-08-30 01:01:57.296010941,25.13,Birmingham,mobile,success,,0
T000005719,U000292,2025-09-21 06:14:04.615499173,26.44,Birmingham,mobile,success,,0
T000005730,U000292,2025-09-25 13:19:53.239413322,26.34,Birmingham,mobile,success,,0
T000005736,U000292,2025-09-26 00:16:17.942444925,32.53,Birmingham,mobile,success,,0
T000005734,U000292,2025-09-27 19:52:16.015422768,39.38,Birmingham,mobile,success,,0
T000005728,U000292,2025-09-29 23:33:46.285999410,36.96,Birmingham,mobile,success,,0
T000005729,U000292,2025-09-30 11:38:05.854786867,31.73,Birmingham,mobile,success,,0
T000005727,U000292,2025-10-11 22:54:15.623095515,25.23,Birmingham,mobile,success,,0
T000005721,U000292,2025-10-31 15:56:07.876967825,25.58,Birmingham,mobile,success,,0
T000005720,U000292,2025-11-05 06:20:53.164650922,36.57,Birmingham,mobile,success,,0
T000005732,U000292,2025-11-05 06:59:03.421706740,26.97,Birmingham,mobile,success,,0
T000005726,U000292,2025-12-04 19:13:25.212421722,27.09,Birmingham,mobile,success,,0
T000005725,U000292,2025-12-12 23:55:14.953172694,19.26,Birmingham,mobile,success,,0
T000005723,U000292,2026-01-01 23:38:46.898750692,28.07,Birmingham,mobile,success,,0
T000005737,U000292,2026-01-11 08:31:37.747176622,19.59,Birmingham,mobile,success,,0
T000005735,U000292,2026-01-13 20:02:17.969816048,21.08,Birmingham,mobile,success,,0
T000005714,U000292,2026-01-16 11:27:40.453334540,21.09,Birmingham,mobile,success,,0
T000005718,U000292,2026-01-18 01:30:13.392967364,29.47,Birmingham,mobile,success,,0
T000005716,U000292,2026-01-30 03:42:57.776019290,31.75,Birmingham,mobile,success,,0
T000005733,U000292,2026-02-08 21:58:15.449138972,31.66,Birmingham,mobile,success,,0
T000005717,U000292,2026-02-09 19:42:07.121372842,24.96,Birmingham,mobile,success,,0
T000005755,U000293,2024-08-24 18:52:11.897790115,100.82,Manchester,mobile,success,,0
T000005749,U000293,2024-09-13 14:11:53.805157385,193.96,Manchester,tablet,success,,0
T000005763,U000293,2024-10-14 14:26:13.927658512,172.75,Manchester,mobile,success,,0
T000005741,U000293,2025-01-30 03:34:44.226876664,18.84,Manchester,mobile,success,,0
T000005742,U000293,2025-02-03 04:27:03.821362028,116.01,Manchester,mobile,success,,0
T000005751,U000293,2025-02-03 06:04:16.153015064,116.65,Manchester,mobile,success,,0
T000005748,U000293,2025-03-09 03:48:10.796448252,217.14,Manchester,mobile,success,,0
T000005746,U000293,2025-03-31 01:05:43.929097976,112.25,Manchester,mobile,success,,0
T000005757,U000293,2025-04-01 03:06:27.430769132,135.38,Manchester,mobile,success,,0
T000005753,U000293,2025-05-02 16:01:12.720897492,185.26,Manchester,mobile,success,,0
T000005752,U000293,2025-06-03 07:32:23.254897180,218.38,Manchester,mobile,success,,0
T000005758,U000293,2025-07-07 07:15:04.441883128,161.29,Manchester,mobile,success,,0
T000005762,U000293,2025-07-09 04:45:08.458812532,136.85,Manchester,mobile,success,,0
T000005747,U000293,2025-07-30 19:34:57.888998372,148.38,Manchester,mobile,success,,0
T000005761,U000293,2025-08-08 07:25:38.591712132,161.24,Manchester,mobile,success,,0
T000005743,U000293,2025-09-24 17:43:11.832537416,161.77,Manchester,mobile,success,,0
T000005744,U000293,2025-10-13 22:04:14.076892672,166.31,Manchester,mobile,success,,0
T000005756,U000293,2025-10-21 03:28:59.157484656,170.97,Manchester,mobile,success,,0
T000005750,U000293,2025-10-28 00:35:41.577800416,157.35,Manchester,mobile,success,,0
T000005745,U000293,2025-11-17 01:21:27.136045360,135.89,Manchester,mobile,success,,0
T000005754,U000293,2025-11-18 04:26:54.450132856,191.28,Manchester,mobile,fail,,0
T000005759,U000293,2025-11-25 11:15:26.065466776,211.95,Manchester,mobile,success,,0
T000005740,U000293,2025-12-23 07:59:56.134318320,150.05,Manchester,mobile,success,,0
T000005760,U000293,2025-12-23 08:52:16.851965832,88.54,Manchester,mobile,success,,0
T000005739,U000293,2026-01-03 04:45:43.692415040,217.81,Manchester,mobile,success,,0
T000005738,U000293,2026-01-04 02:25:28.642977360,176.25,Manchester,mobile,success,,0
T000005769,U000294,2025-10-25 19:16:34.914383982,50.08,Birmingham,mobile,success,,0
T000005775,U000294,2025-10-26 02:11:12.551200720,56.15,London,mobile,success,,0
T000005765,U000294,2025-10-30 15:42:57.009900714,69.96,London,mobile,success,,0
T000005772,U000294,2025-11-01 13:26:50.493539952,57.8,London,mobile,success,,0
T000005764,U000294,2025-11-02 17:24:52.549437380,66.93,Liverpool,mobile,success,,0
T000005777,U000294,2025-11-05 23:35:45.039170126,43.52,London,mobile,success,,0
T000005773,U000294,2025-11-07 22:15:12.351992348,70.5,London,mobile,success,,0
T000005780,U000294,2025-12-02 05:16:08.990289547,27.69,Leicester,mobile,success,,0
T000005774,U000294,2025-12-03 07:06:10.092913123,72.89,London,mobile,success,,0
T000005776,U000294,2025-12-12 06:53:42.567062763,74.83,London,mobile,success,,0
T000005770,U000294,2025-12-18 09:10:24.026538091,59.61,London,mobile,success,,0
T000005766,U000294,2025-12-30 16:41:26.389575587,76.87,London,mobile,success,,0
T000005767,U000294,2026-01-01 18:13:15.220843336,26.97,London,mobile,success,,0
T000005781,U000294,2026-01-05 01:08:54.107298052,45.76,London,mobile,success,,0
T000005778,U000294,2026-01-18 18:38:38.482578187,67.47,London,mobile,success,,0
T000005771,U000294,2026-01-22 09:52:43.618662938,49.52,London,mobile,success,,0
T000005768,U000294,2026-01-24 04:24:33.491202985,44.67,London,mobile,success,,0
T000005782,U000294,2026-02-03 19:35:08.700954446,61.96,London,desktop,success,,0
T000005779,U000294,2026-02-07 16:14:14.199267270,59.58,London,desktop,success,,0
T000005796,U000295,2025-12-07 11:26:57.898448452,52.8,Bristol,mobile,success,,0
T000005786,U000295,2025-12-10 03:18:13.041801121,61.77,Bristol,mobile,success,,0
T000005783,U000295,2025-12-23 16:44:07.937383511,51.49,Bristol,mobile,success,,0
T000005792,U000295,2025-12-25 12:01:24.009919221,49.59,Bristol,mobile,success,,0
T000005791,U000295,2026-01-02 18:43:33.240021405,40.13,Bristol,mobile,success,,0
T000005785,U000295,2026-01-12 00:12:44.563719069,52.98,Bristol,mobile,success,,0
T000005794,U000295,2026-01-23 03:16:12.289607412,53.52,Bristol,mobile,success,,0
T000005787,U000295,2026-02-03 05:02:21.160937805,55.81,Bristol,mobile,success,,0
T000005793,U000295,2026-02-03 13:13:53.468322155,51.89,Bristol,desktop,success,,0
T000005790,U000295,2026-02-04 11:55:21.448927435,61.05,Bristol,mobile,fail,,0
T000005795,U000295,2026-02-10 01:55:05.232803875,48.46,Bristol,mobile,success,,0
T000005784,U000295,2026-02-13 04:08:17.089992586,73.7,Bristol,mobile,success,,0
T000005789,U000295,2026-02-13 08:01:10.649231197,51.52,Bristol,mobile,success,,0
T000005788,U000295,2026-02-15 07:39:47.018100529,51.7,Bristol,mobile,success,,0
T000005814,U000296,2026-01-10 18:03:24.731908652,12.71,Liverpool,tablet,success,,0
T000005807,U000296,2026-01-14 00:41:35.445160237,29.14,Liverpool,mobile,success,,0
T000005815,U000296,2026-01-15 10:11:36.333201717,38.82,Liverpool,mobile,success,,0
T000005797,U000296,2026-01-17 17:58:30.353586980,15.89,Liverpool,mobile,success,,0
T000005803,U000296,2026-01-18 02:17:26.839896756,24.05,Liverpool,mobile,success,,0
T000005801,U000296,2026-01-20 01:19:11.007822486,14.46,Liverpool,mobile,success,,0
T000005809,U000296,2026-01-21 02:48:23.061599817,32.89,Liverpool,mobile,success,,0
T000005816,U000296,2026-01-24 18:49:46.781154420,25.64,Liverpool,mobile,success,,0
T000005799,U000296,2026-01-26 20:15:01.558424554,52.08,Liverpool,mobile,success,,0
T000005817,U000296,2026-01-27 14:58:27.389717596,11.49,Liverpool,mobile,success,,0
T000005808,U000296,2026-01-28 15:08:14.130627469,40.19,Liverpool,mobile,success,,0
T000005810,U000296,2026-01-30 17:02:17.593959858,33.99,Bristol,desktop,success,,0
T000005818,U000296,2026-01-31 20:53:22.234482648,33.11,Liverpool,mobile,success,,0
T000005804,U000296,2026-02-02 11:47:25.639970891,31.3,Liverpool,mobile,success,,0
T000005811,U000296,2026-02-08 05:55:16.124748658,29.2,Liverpool,mobile,success,,0
T000005805,U000296,2026-02-08 15:54:16.373541829,26.55,Liverpool,mobile,success,,0
T000005802,U000296,2026-02-10 17:44:59.015706659,34.72,Liverpool,mobile,success,,0
T000005806,U000296,2026-02-13 11:16:42.607369282,22.74,Liverpool,desktop,success,,0
T000005812,U000296,2026-02-13 12:15:29.965226294,14.43,Liverpool,mobile,success,,0
T000005813,U000296,2026-02-14 10:13:11.325351042,45.26,Liverpool,mobile,success,,0
T000005798,U000296,2026-02-14 13:44:50.219076900,31.08,Liverpool,mobile,success,,0
T000005800,U000296,2026-02-14 14:12:15.085684955,33.33,Liverpool,mobile,success,,0
T000005819,U000296,2026-02-14 20:06:52.543816594,32.81,Liverpool,mobile,success,,0
T000005827,U000297,2026-01-10 14:45:56.747152542,188.19,London,mobile,success,,0
T000005820,U000297,2026-01-17 14:24:29.623943677,144.39,London,mobile,success,,0
T000005824,U000297,2026-01-19 10:18:50.606562544,258.11,Manchester,mobile,success,,0
T000005830,U000297,2026-01-23 20:24:33.201171387,206.26,London,mobile,success,,0
T000005829,U000297,2026-01-26 10:09:40.866614756,171.76,London,mobile,success,,0
T000005825,U000297,2026-01-29 06:20:07.931687916,163.66,London,mobile,success,,0
T000005823,U000297,2026-01-30 04:55:55.255946076,238.82,London,mobile,success,,0
T000005826,U000297,2026-02-01 13:18:31.112217188,260.64,Glasgow,mobile,success,,0
T000005821,U000297,2026-02-05 02:02:07.777401153,180.09,London,mobile,success,,0
T000005822,U000297,2026-02-08 17:41:39.568859887,169.95,London,mobile,success,,0
T000005828,U000297,2026-02-12 01:02:24.971449392,94.63,London,mobile,success,,0
T000005843,U000298,2025-10-04 10:08:12.045069477,51.52,Glasgow,mobile,success,,0
T000005833,U000298,2025-10-06 22:10:54.008612918,53.3,Glasgow,mobile,success,,0
T000005846,U000298,2025-10-09 11:31:56.368468141,44.79,Glasgow,mobile,success,,0
T000005839,U000298,2025-10-19 02:09:55.875013910,41.82,Liverpool,mobile,success,,0
T000005838,U000298,2025-10-19 04:35:41.328312975,43.58,Glasgow,mobile,success,,0
T000005837,U000298,2025-10-19 12:01:36.808358247,46.24,Glasgow,mobile,success,,0
T000005835,U000298,2025-10-20 07:53:39.291379612,27.31,Glasgow,mobile,success,,0
T000005845,U000298,2025-10-22 15:29:44.552289417,5666.4,Glasgow,mobile,success,high_value,1
T000005847,U000298,2025-10-24 18:52:49.253882672,36.22,Glasgow,mobile,success,,0
T000005849,U000298,2025-11-02 00:32:24.404287966,46.39,Glasgow,mobile,success,,0
T000005842,U000298,2025-11-02 22:30:15.799076852,24.04,Birmingham,mobile,success,,0
T000005858,U000298,2025-11-03 11:07:36.625510022,49.18,Bristol,mobile,success,,0
T000005844,U000298,2025-11-04 12:54:19.748538282,37.08,Glasgow,mobile,success,,0
T000005832,U000298,2025-11-04 16:23:50.211039653,28.6,Glasgow,mobile,success,,0
T000005851,U000298,2025-11-06 02:47:59.968531903,14.66,Glasgow,mobile,success,,0
T000005853,U000298,2025-11-07 19:20:30.916304253,42.38,Glasgow,mobile,success,,0
T000005850,U000298,2025-11-08 11:23:02.254396541,47.29,Glasgow,desktop,success,,0
T000005840,U000298,2025-11-16 11:20:32.639193057,55.25,Glasgow,desktop,success,,0
T000005855,U000298,2025-11-25 03:56:14.396564927,32.58,Glasgow,mobile,success,,0
T000005836,U000298,2025-11-29 15:49:11.821724337,51.02,Glasgow,mobile,success,,0
T000005857,U000298,2025-11-30 15:07:15.312629839,29.96,Glasgow,mobile,success,,0
T000005854,U000298,2025-12-07 09:35:37.691220066,30.19,Glasgow,mobile,success,,0
T000005852,U000298,2025-12-21 14:49:51.392799085,41.6,Glasgow,mobile,success,,0
T000005848,U000298,2025-12-25 22:22:51.809484912,24.28,Glasgow,desktop,success,,0
T000005859,U000298,2026-01-21 01:32:39.950696706,25.34,Glasgow,mobile,success,,0
T000005841,U000298,2026-01-28 05:37:18.630879310,19.95,Glasgow,mobile,success,,0
T000005834,U000298,2026-02-01 14:43:06.995528308,48.22,Glasgow,mobile,success,,0
T000005856,U000298,2026-02-09 10:58:41.038796142,28.2,Glasgow,mobile,success,,0
T000005831,U000298,2026-02-13 22:57:06.038664796,36.19,Glasgow,tablet,success,,0
T000005875,U000299,2025-08-08 15:56:03.480512640,77.26,London,mobile,success,,0
T000005883,U000299,2025-08-09 17:52:44.711861594,62.64,London,mobile,success,,0
T000005861,U000299,2025-08-28 22:45:20.603482425,97.08,London,mobile,success,,0
T000005862,U000299,2025-08-29 05:01:26.089402165,86.55,London,mobile,success,,0
T000005877,U000299,2025-09-18 05:10:12.507889482,40.58,Leicester,desktop,success,,0
T000005876,U000299,2025-09-19 12:32:06.743428187,69.62,London,tablet,success,,0
T000005866,U000299,2025-09-25 21:33:59.642463969,107.1,London,mobile,success,,0
T000005865,U000299,2025-10-12 07:07:33.562172642,82.14,Leeds,mobile,success,,0
T000005873,U000299,2025-10-20 03:31:24.381564516,96.77,London,desktop,success,,0
T000005881,U000299,2025-10-21 09:19:23.862656350,80.18,London,mobile,success,,0
T000005864,U000299,2025-11-10 21:55:58.899622080,85.57,London,mobile,success,,0
T000005863,U000299,2025-11-17 18:08:44.908573282,101.79,London,mobile,success,,0
T000005874,U000299,2025-11-24 06:20:53.020065208,45.43,London,desktop,success,,0
T000005879,U000299,2025-11-28 11:26:17.610381614,84.86,London,mobile,success,,0
T000005878,U000299,2025-12-09 12:20:58.519684536,57.01,London,mobile,success,,0
T000005868,U000299,2026-01-06 13:22:50.694305810,89.75,London,mobile,success,,0
T000005867,U000299,2026-01-08 15:03:50.348248472,37.91,London,mobile,success,,0
T000005872,U000299,2026-01-09 23:02:32.583125256,83.35,London,mobile,success,,0
T000005869,U000299,2026-01-11 16:37:38.010418860,58.37,London,desktop,success,,0
T000005871,U000299,2026-01-26 05:11:59.288998594,76.05,London,mobile,success,,0
T000005880,U000299,2026-01-28 07:52:43.207343936,76.38,Leicester,mobile,success,,0
T000005882,U000299,2026-01-28 12:35:29.066926302,90.37,London,mobile,success,,0
T000005860,U000299,2026-02-05 17:36:20.452957832,72.6,London,desktop,success,,0
T000005870,U000299,2026-02-12 07:46:16.365013424,47.01,London,mobile,success,burst_velocity,1
T000039944,U000299,2026-02-12 07:48:13.365013424,19.43,London,mobile,success,burst_velocity,1
T000039941,U000299,2026-02-12 07:49:20.365013424,44.16,London,mobile,success,burst_velocity,1
T000039945,U000299,2026-02-12 07:49:37.365013424,39.37,London,mobile,success,burst_velocity,1
T000039942,U000299,2026-02-12 07:51:00.365013424,30.05,London,mobile,success,burst_velocity,1
T000039943,U000299,2026-02-12 07:51:14.365013424,22.78,London,mobile,success,burst_velocity,1
T000005892,U000300,2026-01-27 04:52:01.993250238,101.22,London,desktop,success,,0
T000005897,U000300,2026-01-27 07:12:28.313654416,113.92,London,desktop,success,,0
T000005894,U000300,2026-01-27 16:47:48.269589237,90.12,London,desktop,success,,0
T000005898,U000300,2026-01-28 08:30:48.159761811,104.11,London,desktop,success,,0
T000005884,U000300,2026-01-28 12:11:10.699364867,95.64,London,desktop,success,,0
T000005886,U000300,2026-01-28 22:51:35.886804959,102.56,London,desktop,success,,0
T000005888,U000300,2026-01-30 18:08:27.755904218,104.75,London,desktop,success,,0
T000005896,U000300,2026-02-01 14:10:14.070167169,144.03,London,desktop,success,,0
T000005887,U000300,2026-02-03 23:45:09.281841497,146.59,London,desktop,success,,0
T000005899,U000300,2026-02-05 05:26:37.117457452,124.2,London,desktop,success,,0
T000005893,U000300,2026-02-07 20:35:37.319899826,92.88,London,desktop,success,,0
T000005890,U000300,2026-02-10 23:22:02.402662660,134.56,London,desktop,success,,0
T000005891,U000300,2026-02-14 14:33:51.218862787,72.44,London,desktop,success,,0
T000005895,U000300,2026-02-15 03:27:31.348198718,90.22,London,desktop,success,,0
T000005885,U000300,2026-02-15 08:39:45.152664210,168.87,London,desktop,success,,0
T000005889,U000300,2026-02-15 08:57:01.368612999,144.01,London,desktop,success,,0
T000005925,U000301,2024-07-06 02:25:11.738382924,59.26,Bristol,mobile,success,,0
T000005920,U000301,2024-08-21 00:55:25.362807110,84.41,Bristol,mobile,success,,0
T000005906,U000301,2024-09-02 18:16:43.870921898,41.35,Bristol,mobile,success,,0
T000005911,U000301,2024-09-11 11:08:12.993410974,127.6,London,mobile,success,,0
T000005901,U000301,2024-09-18 00:21:51.506500252,121.68,Bristol,mobile,success,,0
T000005904,U000301,2024-11-24 06:43:39.196315200,115.28,Bristol,mobile,success,,0
T000005913,U000301,2024-11-24 11:20:27.967824544,63.0,Bristol,mobile,success,,0
T000005917,U000301,2024-12-10 19:51:54.369280400,97.42,Bristol,mobile,success,,0
T000005914,U000301,2024-12-11 17:22:52.812826920,66.63,Bristol,mobile,success,,0
T000005910,U000301,2024-12-31 04:58:39.581464792,64.04,Bristol,mobile,success,,0
T000005912,U000301,2025-02-03 20:07:43.878382804,43.38,Bristol,mobile,success,,0
T000005900,U000301,2025-02-04 21:19:44.688470772,76.75,Leicester,desktop,success,,0
T000005916,U000301,2025-02-24 11:07:31.585228124,102.35,Birmingham,mobile,success,,0
T000005923,U000301,2025-03-04 13:40:22.246623096,118.77,Bristol,mobile,success,,0
T000005902,U000301,2025-03-16 02:01:57.663039248,130.21,Bristol,mobile,success,,0
T000005924,U000301,2025-03-28 05:19:27.140053968,56.78,Bristol,mobile,success,,0
T000005909,U000301,2025-04-24 21:19:21.917727988,94.18,Bristol,mobile,success,,0
